date,store_id,revenue,transactions,avg_order_value,units_sold,returns,is_promo,is_holiday,temp_c,snow,extreme_weather
2022-12-09,S12,5471.48,163,33.57,255,4,0,0,-6.3,0,0
2022-12-10,S12,6612.45,181,36.53,302,5,0,0,-4.9,1,0
2022-12-11,S12,6564.3,182,36.07,361,6,0,0,-4.7,0,0
2022-12-12,S12,4262.42,120,35.52,228,1,0,0,-0.0,1,0
2022-12-13,S12,5140.45,144,35.7,236,5,0,0,-5.4,0,0
2022-12-14,S12,5244.16,157,33.4,244,6,0,0,-7.8,0,0
2022-12-15,S12,5455.37,158,34.53,308,2,0,0,-3.3,0,0
2022-12-16,S12,5802.48,155,37.44,234,3,0,0,-3.9,0,0
2022-12-17,S12,7451.28,200,37.26,411,4,0,0,-6.4,0,0
2022-12-18,S12,6743.7,188,35.87,389,3,0,0,-5.2,0,0
2022-12-19,S12,4513.23,131,34.45,266,2,0,0,0.7,0,0
2022-12-20,S12,4869.08,139,35.03,250,3,0,0,-2.6,0,0
2022-12-21,S12,4423.33,117,37.81,222,3,0,0,-5.0,1,0
2022-12-22,S12,4855.57,128,37.93,198,1,0,0,-6.4,1,0
2022-12-23,S12,6187.88,218,28.38,372,2,0,0,2.5,0,0
2022-12-24,S12,6914.04,183,37.78,330,4,0,0,1.4,1,0
2022-12-25,S12,9716.19,339,28.66,509,7,0,1,-0.9,1,0
2022-12-26,S12,5766.79,155,37.21,268,4,0,1,-1.2,1,0
2022-12-27,S12,4213.14,117,36.01,229,2,0,0,-3.8,1,0
2022-12-28,S12,4975.05,133,37.41,227,5,0,0,-0.9,1,0
2022-12-29,S12,4967.54,149,33.34,213,3,0,0,-5.0,0,0
2022-12-30,S12,5724.28,182,31.45,268,5,0,0,-4.6,1,0
2022-12-31,S12,8150.38,257,31.71,497,7,0,0,-4.0,0,0
2023-01-01,S12,5434.27,165,32.93,294,3,0,1,-3.8,1,0
2023-01-02,S12,3160.83,91,34.73,177,3,0,0,-1.7,0,0
2023-01-03,S12,3217.43,114,28.22,236,3,0,0,-9.0,1,0
2023-01-04,S12,3526.64,101,34.92,200,1,0,0,-1.0,0,0
2023-01-05,S12,3430.21,103,33.3,214,3,0,0,-5.5,1,0
2023-01-06,S12,3959.76,118,33.56,246,4,0,0,-2.6,0,0
2023-01-07,S12,5929.66,201,29.5,358,7,0,0,1.2,0,0
2023-01-08,S12,4277.95,114,37.53,214,1,0,0,-3.8,1,0
2023-01-09,S12,3421.65,112,30.55,184,1,0,0,1.1,0,0
2023-01-10,S12,3639.32,118,30.84,228,1,0,0,4.1,0,0
2023-01-11,S12,3283.92,94,34.94,188,2,0,0,-3.1,1,0
2023-01-12,S12,3680.34,112,32.86,162,2,0,0,-4.8,0,0
2023-01-13,S12,3946.77,123,32.09,237,2,0,0,3.1,0,0
2023-01-14,S12,4740.36,137,34.6,264,4,0,0,-4.1,1,0
2023-01-15,S12,5382.23,150,35.88,242,1,0,0,-7.5,0,0
2023-01-16,S12,3080.36,85,36.24,122,1,0,0,-7.4,1,0
2023-01-17,S12,3226.36,91,35.45,161,1,0,0,-2.9,0,0
2023-01-18,S12,3159.74,83,38.07,167,0,0,0,-8.1,0,0
2023-01-19,S12,4006.11,111,36.09,213,3,1,0,-1.7,1,0
2023-01-20,S12,4760.44,157,30.32,245,5,1,0,-4.1,0,0
2023-01-21,S12,6882.9,208,33.09,357,3,1,0,0.4,0,0
2023-01-22,S12,5852.16,160,36.58,237,4,1,0,1.6,0,0
2023-01-23,S12,3918.54,120,32.65,227,4,1,0,-4.6,1,0
2023-01-24,S12,3942.08,108,36.5,190,2,1,0,-6.0,0,0
2023-01-25,S12,3920.02,103,38.06,188,2,1,0,-4.3,1,0
2023-01-26,S12,4397.66,129,34.09,214,3,1,0,-4.8,0,0
2023-01-27,S12,4162.23,125,33.3,228,3,1,0,-3.7,1,0
2023-01-28,S12,6217.78,179,34.74,373,6,1,0,-2.0,1,0
2023-01-29,S12,5116.86,143,35.78,204,2,1,0,1.0,1,0
2023-01-30,S12,4079.93,130,31.38,194,1,1,0,2.9,0,0
2023-01-31,S12,3958.04,121,32.71,225,1,0,0,1.9,0,0
2023-02-01,S12,3345.75,111,30.14,162,1,0,0,-1.2,0,0
2023-02-02,S12,3810.67,120,31.76,239,3,0,0,0.1,0,0
2023-02-03,S12,3537.5,117,30.24,208,1,0,0,-2.5,0,0
2023-02-04,S12,5385.64,182,29.59,335,2,0,0,-1.4,0,0
2023-02-05,S12,4730.3,130,36.39,268,4,0,0,-0.4,0,0
2023-02-06,S12,2901.74,83,34.96,169,2,0,0,-1.3,1,0
2023-02-07,S12,3085.03,86,35.87,123,1,0,0,1.4,1,0
2023-02-08,S12,3143.33,98,32.07,138,3,0,0,-2.1,1,0
2023-02-09,S12,3201.09,105,30.49,194,3,0,0,-4.2,0,0
2023-02-10,S12,3690.53,114,32.37,165,2,0,0,-4.6,0,0
2023-02-11,S12,5401.02,142,38.04,255,2,0,0,2.9,0,0
2023-02-12,S12,4331.28,153,28.31,231,3,0,0,-6.7,0,0
2023-02-13,S12,3509.05,115,30.51,218,3,0,0,-0.0,0,0
2023-02-14,S12,2778.73,90,30.87,164,1,0,0,-0.1,0,0
2023-02-15,S12,3685.1,124,29.72,220,3,0,0,0.0,0,0
2023-02-16,S12,3126.67,102,30.65,163,1,0,0,0.3,1,0
2023-02-17,S12,3703.98,113,32.78,170,2,0,0,-0.6,1,0
2023-02-18,S12,5879.87,200,29.4,393,3,0,0,2.1,0,0
2023-02-19,S12,5226.2,140,37.33,201,3,0,0,3.3,0,0
2023-02-20,S12,3488.92,97,35.97,138,1,0,0,1.7,0,0
2023-02-21,S12,2646.3,93,28.45,141,2,0,0,-4.9,1,0
2023-02-22,S12,3498.5,121,28.91,208,3,0,0,3.8,0,0
2023-02-23,S12,3497.08,97,36.05,172,2,0,0,2.4,0,0
2023-02-24,S12,3729.98,105,35.52,196,4,0,0,-1.8,0,0
2023-02-25,S12,4842.61,160,30.27,314,2,0,0,0.4,1,0
2023-02-26,S12,4891.72,134,36.51,200,2,0,0,1.3,0,0
2023-02-27,S12,3255.77,86,37.86,167,1,0,0,3.1,0,0
2023-02-28,S12,3496.16,116,30.14,189,3,0,0,5.1,0,0
2023-03-01,S12,3967.98,119,33.34,188,2,0,0,3.8,0,0
2023-03-02,S12,4075.75,128,31.84,183,2,0,0,2.3,0,0
2023-03-03,S12,5134.87,145,35.41,286,4,0,0,3.8,0,0
2023-03-04,S12,7478.1,240,31.16,345,2,1,0,3.6,0,0
2023-03-05,S12,6591.54,201,32.79,317,8,1,0,6.3,0,0
2023-03-06,S12,4657.96,134,34.76,257,4,1,0,8.0,0,0
2023-03-07,S12,4765.19,166,28.71,348,6,1,0,3.1,0,0
2023-03-08,S12,5202.89,162,32.12,266,6,1,0,5.3,0,0
2023-03-09,S12,5713.42,187,30.55,335,4,1,0,2.7,0,0
2023-03-10,S12,5137.51,170,30.22,337,4,1,0,6.2,0,0
2023-03-11,S12,8504.35,301,28.25,599,9,1,0,6.5,0,0
2023-03-12,S12,7034.99,211,33.34,366,2,1,0,4.8,0,0
2023-03-13,S12,4511.21,153,29.49,312,4,1,0,7.0,0,0
2023-03-14,S12,3718.62,105,35.42,171,3,0,0,5.7,0,0
2023-03-15,S12,4393.6,153,28.72,275,2,0,0,5.7,0,0
2023-03-16,S12,3838.75,111,34.58,164,3,0,0,3.4,0,0
2023-03-17,S12,4331.79,115,37.67,209,3,0,0,6.8,0,0
2023-03-18,S12,6802.43,204,33.35,306,2,0,0,4.7,0,0
2023-03-19,S12,4883.49,147,33.22,274,2,0,0,9.2,0,0
2023-03-20,S12,3645.32,119,30.63,195,3,0,0,4.3,0,0
2023-03-21,S12,4205.13,123,34.19,200,2,0,0,7.8,0,0
2023-03-22,S12,4088.52,117,34.94,202,2,0,0,6.4,0,0
2023-03-23,S12,4106.97,130,31.59,186,2,0,0,8.2,0,0
2023-03-24,S12,4724.78,137,34.49,266,4,0,0,7.4,0,0
2023-03-25,S12,5592.08,168,33.29,264,4,0,0,5.3,0,0
2023-03-26,S12,5245.62,159,32.99,277,2,0,0,11.2,0,0
2023-03-27,S12,3942.75,112,35.2,193,2,0,0,5.5,0,0
2023-03-28,S12,3774.5,114,33.11,192,4,0,0,10.3,0,0
2023-03-29,S12,3583.32,121,29.61,222,1,0,0,3.4,0,0
2023-03-30,S12,4768.25,132,36.12,223,2,0,0,7.8,0,0
2023-03-31,S12,4502.63,143,31.49,279,5,0,0,13.5,0,0
2023-04-01,S12,6937.16,191,36.32,340,7,0,0,8.2,0,0
2023-04-02,S12,6102.02,175,34.87,330,4,0,0,9.5,0,0
2023-04-03,S12,4032.87,112,36.01,198,3,0,0,14.2,0,0
2023-04-04,S12,3972.36,135,29.42,193,4,0,0,9.2,0,0
2023-04-05,S12,4259.79,134,31.79,201,2,0,0,10.6,0,0
2023-04-06,S12,3894.37,131,29.73,245,4,0,0,11.8,0,0
2023-04-07,S12,4528.42,130,34.83,213,4,0,0,6.0,0,0
2023-04-08,S12,7020.67,242,29.01,403,4,0,0,8.9,0,0
2023-04-09,S12,5848.89,166,35.23,287,2,0,0,10.9,0,0
2023-04-10,S12,3917.06,138,28.38,261,3,0,0,5.9,0,0
2023-04-11,S12,4145.33,146,28.39,217,4,0,0,15.0,0,0
2023-04-12,S12,4392.56,154,28.52,234,3,0,0,13.3,0,0
2023-04-13,S12,4644.33,156,29.77,310,6,0,0,13.1,0,0
2023-04-14,S12,4741.83,156,30.4,302,3,0,0,15.4,0,0
2023-04-15,S12,6381.33,214,29.82,398,7,0,0,13.8,0,0
2023-04-16,S12,5545.49,192,28.88,311,4,0,0,11.1,0,0
2023-04-17,S12,3910.14,115,34.0,165,1,0,0,7.0,0,0
2023-04-18,S12,3747.37,109,34.38,223,3,0,0,10.1,0,0
2023-04-19,S12,4328.47,136,31.83,250,1,0,0,10.3,0,0
2023-04-20,S12,4287.15,137,31.29,266,2,0,0,14.3,0,0
2023-04-21,S12,4923.91,134,36.75,209,3,0,0,12.8,0,0
2023-04-22,S12,6558.05,193,33.98,280,3,0,0,8.1,0,0
2023-04-23,S12,5715.59,155,36.87,229,6,0,0,15.5,0,0
2023-04-24,S12,3848.6,118,32.62,238,2,0,0,17.1,0,0
2023-04-25,S12,4247.57,124,34.25,231,4,0,0,17.7,0,0
2023-04-26,S12,4050.14,133,30.45,189,5,0,0,10.0,0,0
2023-04-27,S12,4415.77,119,37.11,205,2,0,0,14.5,0,0
2023-04-28,S12,5203.84,142,36.65,252,3,0,0,10.7,0,0
2023-04-29,S12,7145.26,245,29.16,456,5,0,0,19.7,0,0
2023-04-30,S12,5966.08,212,28.14,376,6,0,0,14.1,0,0
2023-05-01,S12,4392.14,122,36.0,173,3,0,0,13.0,0,0
2023-05-02,S12,4575.68,127,36.03,246,3,0,0,12.6,0,0
2023-05-03,S12,4737.66,156,30.37,233,3,0,0,15.4,0,0
2023-05-04,S12,4661.42,141,33.06,293,4,0,0,16.1,0,0
2023-05-05,S12,4895.25,143,34.23,219,2,0,0,9.7,0,0
2023-05-06,S12,6458.99,174,37.12,327,3,0,0,19.0,0,0
2023-05-07,S12,6857.25,217,31.6,338,6,0,0,16.4,0,0
2023-05-08,S12,4629.57,142,32.6,222,5,0,0,19.3,0,0
2023-05-09,S12,4848.89,136,35.65,251,3,0,0,20.3,0,0
2023-05-10,S12,4578.85,133,34.43,203,1,0,0,15.0,0,0
2023-05-11,S12,5004.52,141,35.49,199,3,0,0,18.0,0,0
2023-05-12,S12,5455.93,145,37.63,297,3,0,0,13.9,0,0
2023-05-13,S12,9053.87,252,35.93,528,7,1,0,14.3,0,0
2023-05-14,S12,8462.44,271,31.23,555,7,1,0,20.5,0,0
2023-05-15,S12,5353.86,164,32.65,293,6,1,0,13.7,0,0
2023-05-16,S12,5189.32,145,35.79,220,3,1,0,16.6,0,0
2023-05-17,S12,6217.78,167,37.23,282,3,1,0,13.4,0,0
2023-05-18,S12,4421.51,118,37.47,236,2,0,0,14.3,0,0
2023-05-19,S12,5356.47,179,29.92,316,5,0,0,14.8,0,0
2023-05-20,S12,6990.19,222,31.49,458,3,0,0,20.8,0,0
2023-05-21,S12,6767.39,194,34.88,396,3,0,0,18.1,0,0
2023-05-22,S12,4124.39,115,35.86,237,4,0,0,19.2,0,0
2023-05-23,S12,4385.02,146,30.03,220,3,0,0,11.3,0,0
2023-05-24,S12,4394.8,141,31.17,247,4,0,0,16.9,0,0
2023-05-25,S12,5056.96,164,30.84,320,2,0,0,15.7,0,0
2023-05-26,S12,4947.78,172,28.77,333,4,0,0,18.5,0,0
2023-05-27,S12,6572.79,230,28.58,470,5,0,0,24.3,0,0
2023-05-28,S12,6006.64,177,33.94,317,2,0,0,10.0,0,0
2023-05-29,S12,4291.63,148,29.0,212,3,0,0,18.4,0,0
2023-05-30,S12,4414.9,120,36.79,246,2,0,0,23.9,0,0
2023-05-31,S12,4291.94,119,36.07,247,4,0,0,15.8,0,0
2023-06-01,S12,5381.17,182,29.57,334,4,0,0,17.9,0,0
2023-06-02,S12,4693.26,141,33.29,220,2,0,0,19.5,0,0
2023-06-03,S12,7209.44,204,35.34,391,5,0,0,11.1,0,0
2023-06-04,S12,6294.98,179,35.17,329,5,0,0,18.4,0,0
2023-06-05,S12,4305.34,145,29.69,290,5,0,0,15.2,0,0
2023-06-06,S12,4513.43,134,33.68,224,2,0,0,23.8,0,0
2023-06-07,S12,4336.46,139,31.2,278,3,0,0,17.1,0,0
2023-06-08,S12,4620.67,157,29.43,225,3,0,0,15.6,0,0
2023-06-09,S12,5119.78,138,37.1,263,3,0,0,20.3,0,0
2023-06-10,S12,6871.01,201,34.18,320,2,0,0,19.3,0,0
2023-06-11,S12,6742.75,194,34.76,308,7,0,0,20.5,0,0
2023-06-12,S12,4183.82,113,37.02,201,3,0,0,23.6,0,0
2023-06-13,S12,4913.82,145,33.89,236,2,0,0,16.2,0,0
2023-06-14,S12,4360.31,116,37.59,222,4,0,0,23.1,0,0
2023-06-15,S12,5375.96,142,37.86,243,3,0,0,23.6,0,0
2023-06-16,S12,5178.42,141,36.73,224,4,0,0,15.7,0,0
2023-06-17,S12,8267.0,259,31.92,377,8,0,0,16.0,0,0
2023-06-18,S12,6643.21,225,29.53,454,8,0,0,18.1,0,0
2023-06-19,S12,4478.95,142,31.54,228,3,0,0,17.4,0,0
2023-06-20,S12,4730.71,162,29.2,288,6,0,0,23.1,0,0
2023-06-21,S12,3769.82,122,30.9,194,2,0,0,15.4,0,0
2023-06-22,S12,4553.61,141,32.3,210,3,0,0,18.7,0,0
2023-06-23,S12,5048.9,154,32.79,319,1,0,0,15.7,0,0
2023-06-24,S12,6719.47,189,35.55,317,6,0,0,18.3,0,0
2023-06-25,S12,6835.87,191,35.79,375,3,0,0,24.4,0,0
2023-06-26,S12,5192.73,144,36.06,260,3,0,0,23.4,0,0
2023-06-27,S12,3837.31,134,28.64,244,5,0,0,19.1,0,0
2023-06-28,S12,4463.03,143,31.21,264,2,0,0,19.8,0,0
2023-06-29,S12,4939.11,149,33.15,290,5,0,0,19.3,0,0
2023-06-30,S12,5056.65,159,31.8,226,4,0,0,16.9,0,0
2023-07-01,S12,10553.1,370,28.52,566,6,0,1,23.6,0,0
2023-07-02,S12,6576.67,226,29.1,450,4,0,0,21.7,0,0
2023-07-03,S12,4716.64,127,37.14,205,3,0,0,18.4,0,0
2023-07-04,S12,5093.12,147,34.65,286,4,0,0,17.0,0,0
2023-07-05,S12,4852.4,162,29.95,255,5,0,0,17.2,0,0
2023-07-06,S12,5188.45,145,35.78,272,5,0,0,18.6,0,0
2023-07-07,S12,5276.87,148,35.65,245,2,0,0,17.4,0,0
2023-07-08,S12,7015.84,187,37.52,367,6,0,0,20.9,0,0
2023-07-09,S12,6879.38,216,31.85,355,3,0,0,18.9,0,0
2023-07-10,S12,4533.35,154,29.44,309,2,0,0,14.5,0,0
2023-07-11,S12,5547.32,170,32.63,341,4,1,0,13.9,0,0
2023-07-12,S12,5670.36,199,28.49,365,3,1,0,20.2,0,0
2023-07-13,S12,5803.94,203,28.59,285,3,1,0,13.7,0,0
2023-07-14,S12,6714.94,205,32.76,419,5,1,0,16.0,0,0
2023-07-15,S12,9081.72,271,33.51,563,8,1,0,15.7,0,0
2023-07-16,S12,7447.3,238,31.29,418,4,1,0,13.2,0,0
2023-07-17,S12,5449.98,165,33.03,255,4,1,0,17.8,0,0
2023-07-18,S12,4982.09,138,36.1,195,4,0,0,16.4,0,0
2023-07-19,S12,5098.89,165,30.9,327,3,0,0,14.8,0,0
2023-07-20,S12,4928.69,169,29.16,327,5,0,0,22.8,0,0
2023-07-21,S12,5480.49,161,34.04,261,1,0,0,9.2,0,0
2023-07-22,S12,7307.48,250,29.23,420,8,0,0,13.8,0,0
2023-07-23,S12,7522.93,207,36.34,397,2,0,0,14.6,0,0
2023-07-24,S12,4702.08,124,37.92,174,1,0,0,12.1,0,0
2023-07-25,S12,4561.72,122,37.39,213,3,0,0,22.9,0,0
2023-07-26,S12,5119.9,157,32.61,318,4,0,0,22.7,0,0
2023-07-27,S12,4862.5,129,37.69,217,3,0,0,13.8,0,0
2023-07-28,S12,5255.26,141,37.27,234,4,0,0,19.6,0,0
2023-07-29,S12,6826.09,231,29.55,387,4,0,0,17.4,0,0
2023-07-30,S12,6338.07,185,34.26,343,4,0,0,20.5,0,0
2023-07-31,S12,4338.76,120,36.16,226,4,0,0,15.1,0,0
2023-08-01,S12,4336.83,114,38.04,187,3,0,0,16.6,0,0
2023-08-02,S12,4418.02,147,30.05,284,2,0,0,19.4,0,0
2023-08-03,S12,4858.76,139,34.96,291,5,0,0,18.8,0,0
2023-08-04,S12,4975.49,167,29.79,337,4,0,0,15.3,0,0
2023-08-05,S12,7976.24,278,28.69,520,5,0,0,11.9,0,0
2023-08-06,S12,6334.9,179,35.39,307,5,0,0,12.3,0,0
2023-08-07,S12,4074.84,108,37.73,205,2,0,0,8.9,0,0
2023-08-08,S12,4678.91,140,33.42,211,2,0,0,16.7,0,0
2023-08-09,S12,4676.35,162,28.87,234,3,0,0,14.8,0,0
2023-08-10,S12,4844.94,131,36.98,241,3,0,0,14.9,0,0
2023-08-11,S12,5110.14,145,35.24,211,2,0,0,13.8,0,0
2023-08-12,S12,7899.36,222,35.58,409,2,0,0,10.3,0,0
2023-08-13,S12,6223.44,191,32.58,384,4,0,0,14.6,0,0
2023-08-14,S12,4672.72,124,37.68,185,2,0,0,15.3,0,0
2023-08-15,S12,4533.03,131,34.6,203,4,0,0,10.7,0,0
2023-08-16,S12,4914.35,146,33.66,293,3,0,0,13.1,0,0
2023-08-17,S12,4876.04,144,33.86,294,1,0,0,11.1,0,0
2023-08-18,S12,5871.0,176,33.36,315,3,0,0,12.2,0,0
2023-08-19,S12,7077.92,189,37.45,337,6,0,0,9.3,0,0
2023-08-20,S12,6635.89,234,28.36,429,9,0,0,11.7,0,0
2023-08-21,S12,4347.97,117,37.16,166,2,0,0,17.2,0,0
2023-08-22,S12,4552.73,146,31.18,224,4,0,0,10.7,0,0
2023-08-23,S12,4422.81,127,34.83,199,2,0,0,10.0,0,0
2023-08-24,S12,4704.91,149,31.58,284,3,0,0,10.0,0,0
2023-08-25,S12,4907.38,129,38.04,188,2,0,0,11.1,0,0
2023-08-26,S12,6910.27,230,30.04,429,5,0,0,16.9,0,0
2023-08-27,S12,6672.45,191,34.93,313,5,0,0,15.5,0,0
2023-08-28,S12,4528.11,128,35.38,246,1,0,0,10.7,0,0
2023-08-29,S12,4601.14,138,33.34,262,3,0,0,9.1,0,0
2023-08-30,S12,4672.93,132,35.4,221,2,0,0,5.5,0,0
2023-08-31,S12,4605.85,129,35.7,229,2,0,0,7.9,0,0
2023-09-01,S12,5159.75,170,30.35,273,5,0,0,4.5,0,0
2023-09-02,S12,6675.03,179,37.29,368,3,0,0,12.5,0,0
2023-09-03,S12,5813.39,156,37.27,284,4,0,0,14.1,0,0
2023-09-04,S12,4557.07,144,31.65,225,2,0,0,8.8,0,0
2023-09-05,S12,4458.68,152,29.33,253,1,0,0,10.9,0,0
2023-09-06,S12,5538.94,158,35.06,300,1,1,0,6.3,0,0
2023-09-07,S12,6359.97,219,29.04,435,7,1,0,3.5,0,0
2023-09-08,S12,6153.26,198,31.08,324,4,1,0,9.3,0,0
2023-09-09,S12,9366.79,290,32.3,427,3,1,0,10.1,0,0
2023-09-10,S12,7289.14,223,32.69,337,6,1,0,13.9,0,0
2023-09-11,S12,4795.13,146,32.84,280,3,1,0,14.8,0,0
2023-09-12,S12,4977.34,139,35.81,263,4,1,0,7.6,0,0
2023-09-13,S12,5814.11,163,35.67,260,1,1,0,11.0,0,0
2023-09-14,S12,4889.96,137,35.69,266,4,0,0,9.0,0,0
2023-09-15,S12,5045.17,168,30.03,292,1,0,0,7.9,0,0
2023-09-16,S12,6422.77,187,34.35,306,4,0,0,7.5,0,0
2023-09-17,S12,6037.11,206,29.31,314,2,0,0,7.0,0,0
2023-09-18,S12,4452.5,157,28.36,278,3,0,0,7.0,0,0
2023-09-19,S12,4486.5,159,28.22,307,4,0,0,12.1,0,0
2023-09-20,S12,4303.81,133,32.36,245,3,0,0,7.5,0,0
2023-09-21,S12,4742.39,141,33.63,294,2,0,0,11.9,0,0
2023-09-22,S12,5802.92,164,35.38,229,3,0,0,3.8,0,0
2023-09-23,S12,6418.65,174,36.89,315,2,0,0,-2.2,0,0
2023-09-24,S12,5776.61,204,28.32,311,4,0,0,4.8,0,0
2023-09-25,S12,4259.45,114,37.36,223,3,0,0,3.5,0,0
2023-09-26,S12,4512.11,120,37.6,221,4,0,0,1.3,0,0
2023-09-27,S12,4968.15,154,32.26,232,1,0,0,9.5,0,0
2023-09-28,S12,4762.0,153,31.12,242,4,0,0,1.4,0,0
2023-09-29,S12,4731.21,147,32.19,207,1,0,0,7.0,0,0
2023-09-30,S12,6977.35,213,32.76,303,8,0,0,11.1,0,0
2023-10-01,S12,7218.87,234,30.85,391,3,0,0,1.4,0,0
2023-10-02,S12,4407.86,128,34.44,265,3,0,0,4.0,0,0
2023-10-03,S12,5012.69,174,28.81,327,2,0,0,8.5,0,0
2023-10-04,S12,4498.96,134,33.57,232,2,0,0,3.0,0,0
2023-10-05,S12,5043.27,175,28.82,277,2,0,0,5.1,0,0
2023-10-06,S12,5429.04,189,28.73,324,4,0,0,5.8,0,0
2023-10-07,S12,7103.22,210,33.82,306,8,0,0,4.3,0,0
2023-10-08,S12,6824.08,220,31.02,326,4,0,0,2.2,0,0
2023-10-09,S12,4818.9,128,37.65,180,3,0,0,1.0,0,0
2023-10-10,S12,4238.34,114,37.18,200,1,0,0,-0.1,0,0
2023-10-11,S12,4725.22,143,33.04,262,4,0,0,4.8,0,0
2023-10-12,S12,5177.84,170,30.46,258,3,0,0,0.9,0,0
2023-10-13,S12,5765.6,155,37.2,254,2,0,0,6.3,0,0
2023-10-14,S12,8061.88,285,28.29,508,7,0,0,7.3,0,0
2023-10-15,S12,6131.31,209,29.34,402,2,0,0,-1.1,0,0
2023-10-16,S12,4458.47,143,31.18,209,3,0,0,4.4,0,0
2023-10-17,S12,4969.12,149,33.35,216,5,0,0,8.2,0,0
2023-10-18,S12,4719.55,138,34.2,199,5,0,0,-0.7,0,0
2023-10-19,S12,5615.19,176,31.9,256,4,0,0,5.3,0,0
2023-10-20,S12,5473.65,148,36.98,299,4,0,0,3.2,0,0
2023-10-21,S12,7745.75,230,33.68,481,4,0,0,4.2,0,0
2023-10-22,S12,6173.7,199,31.02,361,4,0,0,-1.1,0,0
2023-10-23,S12,4437.6,151,29.39,255,6,0,0,6.7,0,0
2023-10-24,S12,5083.84,165,30.81,314,2,0,0,-1.2,0,0
2023-10-25,S12,4986.73,135,36.94,232,5,0,0,2.6,0,0
2023-10-26,S12,4917.95,155,31.73,230,1,0,0,0.3,0,0
2023-10-27,S12,5466.18,182,30.03,333,2,0,0,2.0,0,0
2023-10-28,S12,7003.66,199,35.19,339,5,0,0,-2.7,0,0
2023-10-29,S12,5929.02,205,28.92,319,6,0,0,-3.6,0,0
2023-10-30,S12,4162.44,144,28.91,247,3,0,0,0.8,0,0
2023-10-31,S12,4108.56,122,33.68,247,1,0,0,-1.3,0,0
2023-11-01,S12,4703.31,160,29.4,234,2,0,0,-1.6,0,0
2023-11-02,S12,5605.38,157,35.7,302,3,0,0,1.1,0,0
2023-11-03,S12,5591.81,166,33.69,265,3,0,0,-5.1,0,0
2023-11-04,S12,7107.24,198,35.9,301,5,0,0,2.9,0,0
2023-11-05,S12,7641.26,240,31.84,347,4,1,0,-0.5,0,0
2023-11-06,S12,5720.61,199,28.75,324,2,1,0,1.3,0,0
2023-11-07,S12,6848.92,242,28.3,440,5,1,0,0.4,0,0
2023-11-08,S12,6672.3,199,33.53,400,2,1,0,0.5,0,0
2023-11-09,S12,5992.5,207,28.95,329,2,1,0,-5.0,0,0
2023-11-10,S12,7096.64,238,29.82,373,7,1,0,2.0,0,0
2023-11-11,S12,9150.52,249,36.75,424,7,1,0,-0.8,0,0
2023-11-12,S12,7479.86,242,30.91,350,4,1,0,-3.2,0,0
2023-11-13,S12,5967.74,196,30.45,350,4,1,0,-2.2,0,0
2023-11-14,S12,5984.16,181,33.06,264,6,1,0,-0.9,0,0
2023-11-15,S12,6033.71,194,31.1,338,4,1,0,-1.5,0,0
2023-11-16,S12,5070.68,139,36.48,211,3,0,0,-0.4,0,0
2023-11-17,S12,5836.52,157,37.18,231,5,0,0,2.7,0,0
2023-11-18,S12,7386.2,240,30.78,409,6,0,0,-5.5,0,0
2023-11-19,S12,6211.93,215,28.89,423,2,0,0,-0.2,0,0
2023-11-20,S12,4771.64,159,30.01,282,4,0,0,-2.9,0,0
2023-11-21,S12,4801.25,164,29.28,248,2,0,0,0.7,0,0
2023-11-22,S12,5306.63,149,35.61,264,2,0,0,2.1,0,0
2023-11-23,S12,4937.68,147,33.59,241,2,0,0,-2.3,0,0
2023-11-24,S12,5323.34,160,33.27,244,3,0,0,-1.1,0,0
2023-11-25,S12,8471.7,268,31.61,452,5,0,0,0.6,0,0
2023-11-26,S12,6711.36,231,29.05,346,4,0,0,-0.1,0,0
2023-11-27,S12,4691.28,158,29.69,320,3,0,0,0.6,0,0
2023-11-28,S12,4902.13,136,36.05,215,5,0,0,-4.1,0,0
2023-11-29,S12,5281.22,154,34.29,244,2,0,0,-4.9,0,0
2023-11-30,S12,5116.4,159,32.18,223,6,0,0,-6.8,0,0
2023-12-01,S12,6040.25,182,33.19,330,2,0,0,-4.0,0,0
2023-12-02,S12,8122.29,258,31.48,388,4,0,0,-1.3,0,0
2023-12-03,S12,8079.89,234,34.53,336,6,0,0,-5.2,0,0
2023-12-04,S12,5123.47,144,35.58,251,3,0,0,-8.1,0,0
2023-12-05,S12,4493.49,121,37.14,242,3,0,0,-5.3,1,0
2023-12-06,S12,5653.46,173,32.68,338,5,0,0,-3.2,0,0
2023-12-07,S12,5659.38,197,28.73,373,4,0,0,0.4,1,0
2023-12-08,S12,6574.69,178,36.94,337,5,0,0,4.7,0,0
2023-12-09,S12,7744.08,265,29.22,538,7,0,0,-2.7,0,0
2023-12-10,S12,6589.06,192,34.32,304,3,0,0,-3.3,0,0
2023-12-11,S12,4694.81,129,36.39,182,3,0,0,-4.2,0,0
2023-12-12,S12,5370.24,175,30.69,319,5,0,0,-2.5,1,0
2023-12-13,S12,4657.98,132,35.29,244,4,0,0,0.0,1,0
2023-12-14,S12,4686.25,155,30.23,280,3,0,0,-2.7,1,0
2023-12-15,S12,5883.27,183,32.15,256,1,0,0,-2.0,0,0
2023-12-16,S12,8577.17,267,32.12,490,7,0,0,-7.6,0,0
2023-12-17,S12,6700.8,179,37.43,257,4,0,0,-4.5,1,0
